,category,viewCount,likeCount,commentCount,duration,made_for_kids,viewPerComment,tagsCount,year,weekday,time,month,time_of_day,title_length
1748,5,4,64820,2446,5,0,702.0412919051513,15,2017,6,2023-05-23 05:26:00,4,1,37
1749,10,3,58569,4063,0,0,234.55377799655426,1,2017,5,2023-05-23 23:31:00,4,1,7
1750,10,3,63265,3983,0,0,227.84458950539795,7,2017,5,2023-05-23 21:35:00,4,1,5
1751,10,3,64029,4132,0,0,241.02081316553728,4,2017,5,2023-05-23 17:18:00,4,0,12
1752,5,4,68322,9167,3,0,286.23366423039164,16,2017,4,2023-05-23 20:03:00,4,1,46
1753,5,5,207993,16932,3,0,556.1430427592724,22,2017,4,2023-05-23 15:00:00,4,0,47
1754,5,4,72111,6452,3,0,462.25759454432733,13,2017,3,2023-05-23 19:37:00,4,1,43
1755,5,4,94847,5332,0,0,328.63597149287324,5,2017,3,2023-05-23 17:00:00,4,0,4
1756,5,4,76025,8008,3,0,397.09727772227774,20,2017,2,2023-05-23 19:00:00,4,1,40
1757,5,4,76443,6620,3,0,500.4105740181269,18,2017,2,2023-05-23 15:00:00,4,0,48
1758,5,4,82276,6993,2,0,495.46146146146145,7,2017,1,2023-05-23 19:00:00,4,1,47
1759,5,4,142506,15050,0,0,142.0263122923588,13,2017,1,2023-05-23 17:00:00,4,0,14
1760,5,4,93015,7314,3,0,592.8921246923708,20,2017,1,2023-05-23 15:00:00,4,0,43
1761,5,5,170445,17968,3,0,432.46349065004455,19,2017,0,2023-05-23 19:37:00,4,1,38
1762,5,6,208469,10249,3,0,1103.6001561127914,23,2017,0,2023-05-23 15:12:00,4,0,41
1763,5,4,75921,36385,2,0,75.42006321286244,24,2017,6,2023-05-23 19:00:00,4,1,59
1764,5,4,72959,6461,2,0,433.57607181550844,21,2017,6,2023-05-23 15:00:00,4,0,39
1765,5,4,69822,2502,2,0,903.1678657074341,23,2017,5,2023-05-23 19:00:00,4,1,41
1766,5,4,85911,7500,2,0,556.7866666666666,22,2017,5,2023-05-23 15:00:00,4,0,59
1767,5,4,101093,11686,2,0,335.93573506760225,20,2017,5,2023-05-23 01:55:00,4,1,41
1768,5,4,41741,2858,2,0,599.2169349195242,21,2017,4,2023-05-23 15:34:00,4,0,51
1769,5,5,96170,6098,4,0,851.3670055755986,13,2017,4,2023-05-23 05:02:00,4,1,43
1770,5,4,54339,4275,3,0,682.2240935672514,20,2017,3,2023-05-23 17:17:00,4,0,38
1771,5,3,25185,1646,2,0,516.5498177399757,21,2017,2,2023-05-23 19:05:00,4,1,50
1772,5,4,115704,14656,3,0,228.18047216157206,8,2017,2,2023-05-23 16:16:00,4,0,24
1773,5,5,152640,14818,2,0,454.8427588068565,11,2017,2,2023-05-23 01:52:00,4,1,36
1774,5,4,66415,6314,1,0,283.60326259106745,22,2017,0,2023-05-23 20:00:00,4,1,39
1775,1,6,823726,66635,2,0,569.6755909056802,21,2017,0,2023-05-23 15:00:00,4,0,29
1776,5,4,106508,14615,1,0,178.39596305165927,6,2017,6,2023-05-23 16:28:00,4,0,20
1777,5,4,59719,6540,2,0,329.1448012232416,29,2017,5,2023-05-23 19:00:00,4,1,34
1778,5,4,58942,10305,2,0,184.42396894711305,15,2017,5,2023-05-23 15:00:00,4,0,53
1779,5,5,124686,16352,5,0,575.2435787671233,23,2017,4,2023-05-23 20:12:00,4,1,47
1780,5,4,54033,5791,1,0,246.07667069590744,17,2017,3,2023-05-23 19:00:00,4,1,46
1781,5,4,84250,7141,2,0,330.3052793726369,21,2017,3,2023-05-23 15:00:00,4,0,37
1782,5,4,92791,7334,2,0,637.1062176165804,15,2017,2,2023-05-23 19:00:00,4,1,55
1783,5,4,65884,5673,2,0,339.59368940595806,24,2017,2,2023-05-23 15:24:00,4,0,18
1784,5,4,61109,15113,3,0,88.16025937934229,18,2017,1,2023-05-23 19:00:00,4,1,35
1785,5,4,73798,19863,2,0,117.83169712530837,21,2017,1,2023-05-23 15:00:00,4,0,48
1786,5,4,99084,9377,2,0,352.51061106963846,24,2017,0,2023-05-23 15:00:00,4,0,28
1787,5,4,91336,11184,2,0,267.6094420600858,17,2017,0,2023-05-23 02:27:00,4,1,33
1788,5,4,44441,3056,4,0,921.1910994764398,15,2017,6,2023-05-23 18:29:00,4,1,60
1789,5,5,103829,6996,2,0,745.0573184676958,15,2017,5,2023-05-23 19:00:00,4,1,43
1790,5,4,62620,1805,0,0,736.5274238227147,15,2017,5,2023-05-23 16:22:00,4,0,25
1791,10,4,90352,7824,0,0,214.8844580777096,16,2017,4,2023-05-23 23:01:00,4,1,30
1792,5,4,42095,2266,2,0,604.0017652250662,14,2017,3,2023-05-23 21:00:00,4,1,32
1793,5,4,84851,3848,2,0,1112.4067047817048,10,2017,3,2023-05-23 18:32:00,4,1,32
1794,5,4,43970,4788,3,0,278.5708020050125,10,2017,2,2023-05-23 19:00:00,4,1,39
1795,5,4,39269,1938,2,0,636.9628482972137,19,2017,2,2023-05-23 17:43:00,4,0,39
1796,11,4,230555,16834,0,0,143.2556136390638,12,2017,2,2023-05-23 01:37:00,4,1,78
1797,5,5,96703,6475,2,0,823.1044015444015,23,2017,1,2023-05-23 22:20:00,4,1,38
1798,5,4,90961,4182,2,0,997.4476327116213,17,2017,1,2023-05-23 18:03:00,4,1,44
1799,5,5,428273,29091,0,0,195.63033240521122,9,2017,0,2023-05-23 23:01:00,4,1,46
1800,5,4,66548,5897,2,0,516.3037137527556,14,2017,6,2023-05-23 19:00:00,4,1,61
1801,5,4,76684,5613,2,0,602.3652235880991,17,2017,6,2023-05-23 15:00:00,4,0,41
1802,1,4,191410,20982,0,0,138.98822800495662,6,2017,5,2023-05-23 19:00:00,4,1,34
1803,5,6,370014,59080,0,0,230.6091401489506,12,2017,5,2023-05-23 15:00:00,4,0,41
1804,5,4,46715,4489,3,0,316.58565382045,22,2017,4,2023-05-23 19:00:00,3,1,41
1805,5,4,64411,11293,2,0,213.68697423182502,12,2017,4,2023-05-23 15:23:00,3,0,61
1806,5,4,63250,17564,2,0,89.18646094283763,12,2017,3,2023-05-23 15:00:00,3,0,34
1807,1,6,800063,84336,1,0,435.1270750332005,19,2017,2,2023-05-23 19:00:00,3,1,29
1808,5,4,82446,9457,2,0,417.4421063762293,9,2017,2,2023-05-23 15:00:00,3,0,51
1809,5,4,100654,9657,2,0,304.6132339235788,20,2017,1,2023-05-23 18:55:00,3,1,50
1810,5,4,51160,4497,3,0,360.9862130309095,11,2017,1,2023-05-23 15:00:00,3,0,37
1811,5,4,49947,5283,3,0,275.70830967253454,13,2017,0,2023-05-23 19:00:00,3,1,9
1812,5,5,286853,8464,0,0,1090.5871928166353,16,2017,0,2023-05-23 15:00:00,3,0,43
1813,5,4,63236,4629,3,0,416.9189889825016,22,2017,6,2023-05-23 20:41:00,3,1,42
1814,5,4,95153,3456,5,0,685.8289930555555,9,2017,6,2023-05-23 15:09:00,3,0,100
1815,5,4,163394,15209,2,0,323.06982707607335,17,2017,4,2023-05-23 23:28:00,3,1,32
1816,10,4,151141,30183,1,0,49.732432163800816,2,2017,4,2023-05-23 19:45:00,3,1,17
1817,10,5,450790,116710,2,0,47.69121754776797,2,2017,4,2023-05-23 07:10:00,3,2,11
1818,5,4,95225,17554,2,0,263.5579355132733,13,2017,3,2023-05-23 19:00:00,3,1,62
1819,5,4,123411,10984,3,0,341.3974872541879,17,2017,3,2023-05-23 15:00:00,3,0,43
1820,5,4,65612,15484,2,0,140.26931025574788,24,2017,2,2023-05-23 19:13:00,3,1,48
1821,5,4,56214,4493,3,0,350.2675272646339,27,2017,2,2023-05-23 15:00:00,3,0,61
1822,5,5,150399,18043,2,0,391.3458404921576,15,2017,1,2023-05-23 15:00:00,3,0,50
1823,5,4,43564,5075,1,0,203.06699507389163,28,2017,0,2023-05-23 19:00:00,3,1,48
1824,5,4,109186,12518,2,0,320.6561751078447,10,2017,0,2023-05-23 15:00:00,3,0,8
1825,5,4,82341,10922,2,0,315.42190075077826,14,2017,6,2023-05-23 19:00:00,3,1,50
1826,5,4,45061,3030,2,0,531.616501650165,18,2017,6,2023-05-23 15:00:00,3,0,49
1827,5,4,75913,13791,2,0,170.1342904792981,16,2017,6,2023-05-23 00:48:00,3,1,48
1828,5,6,120865,9401,5,0,1314.7720455270717,10,2017,5,2023-05-23 20:27:00,3,1,55
1829,1,4,121371,14823,0,0,148.68279025838225,17,2017,4,2023-05-23 20:55:00,3,1,35
1830,5,4,51999,6090,2,0,257.1694581280788,22,2017,3,2023-05-23 19:00:00,3,1,49
1831,5,4,38203,5989,2,0,184.24812155618633,16,2017,3,2023-05-23 15:00:00,3,0,32
1832,5,4,60060,6326,2,0,253.06196648751185,14,2017,2,2023-05-23 15:17:00,3,0,47
1833,5,4,57464,9776,2,0,164.80922667757775,11,2017,1,2023-05-23 20:24:00,3,1,59
1834,5,4,126591,14828,0,0,125.73718640410036,11,2017,1,2023-05-23 17:53:00,3,0,15
1835,10,4,85155,9473,4,0,193.3677821175974,11,2017,0,2023-05-23 19:13:00,3,1,26
1836,5,4,52691,7354,2,0,230.8625237965733,15,2017,0,2023-05-23 03:54:00,3,1,56
1837,10,4,66543,8904,1,0,119.38443396226415,3,2017,6,2023-05-23 23:49:00,3,1,13
1838,5,4,51687,6549,2,0,280.29836616277294,15,2017,6,2023-05-23 19:00:00,3,1,53
1839,5,4,52697,6200,2,0,297.50129032258064,20,2017,6,2023-05-23 15:00:00,3,0,59
1840,5,4,95626,10616,1,0,168.845139412208,0,2017,6,2023-05-23 00:26:00,3,1,12
1841,5,4,58356,4707,2,0,437.1873804971319,21,2017,5,2023-05-23 16:00:00,3,0,49
1842,5,4,35183,1962,2,0,690.4811416921509,16,2017,4,2023-05-23 20:00:00,3,1,66
1843,5,4,56797,4664,2,0,466.3441252144082,17,2017,4,2023-05-23 16:00:00,3,0,49
1844,5,4,47999,7315,2,0,194.73793574846206,25,2017,3,2023-05-23 20:00:00,3,1,36
1845,5,4,62427,7289,2,0,324.5578268623954,27,2017,3,2023-05-23 16:00:00,3,0,63
1846,5,4,57097,2602,2,0,921.5476556495004,23,2017,2,2023-05-23 20:00:00,3,1,58
1847,5,4,60686,4823,2,0,502.6191167323243,19,2017,2,2023-05-23 16:00:00,3,0,59
1848,5,4,81521,11953,2,0,207.73696979837698,33,2017,1,2023-05-23 20:00:00,3,1,40
1849,5,4,71174,4728,2,0,558.02051607445,23,2017,1,2023-05-23 16:00:00,3,0,68
1850,10,4,104621,10484,0,0,137.45354826402138,11,2017,1,2023-05-23 00:24:00,3,1,31
1851,5,4,110425,6485,2,0,730.4545875096376,22,2017,0,2023-05-23 16:00:00,3,0,58
1852,5,5,117082,5587,2,0,1086.8979774476463,24,2017,6,2023-05-23 20:07:00,3,1,54
1853,5,4,87060,20792,3,0,137.35157752981917,8,2017,6,2023-05-23 16:00:00,3,0,31
1854,5,5,145929,13279,2,0,510.12403042397773,16,2017,5,2023-05-23 20:00:00,3,1,52
1855,5,4,77065,3978,2,0,714.6885369532429,11,2017,5,2023-05-23 16:00:00,3,0,44
1856,5,4,108645,10304,1,0,474.80357142857144,22,2017,4,2023-05-23 20:00:00,3,1,42
1857,5,5,141243,11987,2,0,502.3517143572203,25,2017,4,2023-05-23 16:00:00,3,0,8
1858,5,4,65000,4097,2,0,405.70100073224313,15,2017,3,2023-05-23 20:00:00,3,1,9
1859,5,4,73457,17902,2,0,131.60311697017093,13,2017,3,2023-05-23 16:00:00,3,0,53
1860,5,4,82883,7246,2,0,356.1369031189622,17,2017,2,2023-05-23 20:00:00,3,1,52
1861,5,4,89665,5918,3,0,687.5425819533626,29,2017,2,2023-05-23 16:00:00,3,0,50
1862,5,6,339812,34636,2,0,429.58058089848714,17,2017,1,2023-05-23 20:00:00,2,1,42
1863,5,4,32787,2027,2,0,528.0261470152935,26,2017,1,2023-05-23 16:00:00,2,0,17
1864,5,4,69967,14801,2,0,155.8437943382204,25,2017,0,2023-05-23 16:00:00,2,0,47
1865,5,4,93058,6815,2,0,433.1482024944974,22,2017,6,2023-05-23 20:00:00,2,1,66
1866,5,4,87261,5643,3,0,649.4772284245969,19,2017,6,2023-05-23 16:00:00,2,0,50
1867,5,5,181302,16907,2,0,370.9533920861182,18,2017,5,2023-05-23 20:00:00,2,1,28
1868,5,4,70374,6601,2,0,287.2546583850932,24,2017,5,2023-05-23 16:00:00,2,0,61
1869,5,4,75208,14441,2,0,173.91357939200887,20,2017,4,2023-05-23 20:00:00,2,1,48
1870,5,4,110169,7895,3,0,611.5842938568715,22,2017,4,2023-05-23 16:00:00,2,0,49
1871,1,5,255839,22997,2,0,222.65795538548505,25,2017,3,2023-05-23 20:14:00,2,1,18
1872,5,4,62560,5015,1,0,361.71525423728815,21,2017,3,2023-05-23 16:02:00,2,0,18
1873,5,4,104753,5946,2,0,837.9799865455768,30,2017,2,2023-05-23 20:00:00,2,1,76
1874,5,6,318845,10837,0,0,1379.3233367168036,22,2017,2,2023-05-23 16:00:00,2,0,19
1875,5,4,79554,14019,2,0,183.9859476424852,20,2017,1,2023-05-23 20:00:00,2,1,52
1876,5,4,133150,10459,2,0,473.28530452242086,20,2017,1,2023-05-23 16:00:00,2,0,58
1877,5,5,109157,6410,2,0,812.8661466458658,19,2017,0,2023-05-23 20:12:00,2,1,40
1878,5,5,137235,5449,2,0,1264.1917783079464,22,2017,0,2023-05-23 16:00:00,2,0,48
1879,5,4,146439,6516,1,0,569.7022713321056,12,2017,6,2023-05-23 16:00:00,2,0,31
1880,5,4,101668,4586,5,0,530.0477540340165,5,2017,6,2023-05-23 09:02:00,2,2,47
1881,5,4,114455,1881,5,0,1150.3981924508241,4,2017,5,2023-05-23 17:08:00,2,0,55
1882,10,4,518630,80498,1,0,59.683607046137794,4,2017,4,2023-05-23 22:09:00,2,1,7
1883,5,5,142367,7621,2,0,717.3544154310458,16,2017,4,2023-05-23 16:00:00,2,0,61
1884,5,5,189615,14885,2,0,455.24910984212295,19,2017,4,2023-05-23 04:10:00,2,1,55
1885,5,6,405143,35841,0,0,649.9983817415808,3,2017,1,2023-05-23 20:00:00,2,1,22
1886,5,5,157546,10614,2,0,534.0698134539288,18,2017,0,2023-05-23 20:00:00,2,1,63
1887,5,4,80694,17488,2,0,151.47798490393413,17,2017,6,2023-05-23 20:00:00,2,1,45
1888,5,5,172368,4597,0,0,1645.1783772025233,17,2017,5,2023-05-23 20:00:00,2,1,41
1889,5,4,70069,7017,2,0,346.0624198375374,22,2017,4,2023-05-23 20:00:00,2,1,28
1890,5,5,132270,7773,2,0,857.0935288820275,10,2017,3,2023-05-23 20:00:00,2,1,50
1891,5,4,51369,4010,2,0,386.59775561097257,18,2017,2,2023-05-23 20:00:00,2,1,54
1892,5,4,122718,34399,3,0,122.84394895200442,17,2017,1,2023-05-23 20:00:00,2,1,50
1893,10,4,125738,5751,0,0,405.4865240827682,4,2017,0,2023-05-23 20:00:00,2,1,11
1894,1,4,114873,9147,0,0,226.93735651033126,17,2017,0,2023-05-23 16:00:00,2,0,23
1895,5,4,70989,10876,2,0,211.26958440603164,15,2017,6,2023-05-23 20:43:00,2,1,35
1896,1,6,311696,32020,2,0,398.78144909431603,17,2017,6,2023-05-23 16:00:00,2,0,26
1897,11,5,368454,26472,0,0,228.61495164702328,7,2017,5,2023-05-23 20:00:00,2,1,9
1898,5,4,59170,3890,2,0,716.6102827763497,15,2017,5,2023-05-23 16:00:00,2,0,34
1899,4,6,379385,14363,0,0,1467.5115226623964,14,2017,4,2023-05-23 20:00:00,2,1,53
1900,5,4,119568,13807,2,0,329.22865213297604,19,2017,4,2023-05-23 16:00:00,2,0,22
1901,5,5,223964,19963,2,0,454.5478134548915,12,2017,3,2023-05-23 20:00:00,2,1,24
1902,5,4,55838,5003,2,0,391.9774135518689,20,2017,3,2023-05-23 16:00:00,2,0,32
1903,5,4,41204,5402,3,0,193.1625323954091,21,2017,2,2023-05-23 20:01:00,2,1,44
1904,5,5,135327,19182,3,0,270.5051089563132,21,2017,2,2023-05-23 16:00:00,2,0,57
1905,5,4,75013,19445,2,0,119.37588068912316,23,2017,1,2023-05-23 20:00:00,1,1,49
1906,5,5,119950,16151,3,0,331.5636802674757,19,2017,1,2023-05-23 16:00:00,1,0,47
1907,10,4,172793,22869,0,0,58.1047706502252,6,2017,0,2023-05-23 20:00:00,1,1,19
1908,5,5,122680,13071,3,0,457.2942391553821,20,2017,0,2023-05-23 16:00:00,1,0,45
1909,5,5,287175,23825,2,0,363.07643231899266,16,2017,6,2023-05-23 20:00:00,1,1,56
1910,5,5,129559,18916,3,0,322.78166631423136,17,2017,6,2023-05-23 16:00:00,1,0,44
1911,5,5,248575,23758,2,0,412.39464601397424,21,2017,5,2023-05-23 20:00:00,1,1,51
1912,5,5,135749,16932,3,0,362.5644932671864,17,2017,5,2023-05-23 16:00:00,1,0,47
1913,5,3,37677,3401,2,0,277.2114084092914,18,2017,4,2023-05-23 20:00:00,1,1,40
1914,5,5,137751,13400,3,0,512.5115671641792,19,2017,4,2023-05-23 16:00:00,1,0,47
1915,1,5,216245,19337,2,0,260.5460516109014,19,2017,3,2023-05-23 20:01:00,1,1,40
1916,5,5,146028,14685,3,0,491.8040858018386,20,2017,3,2023-05-23 16:00:00,1,0,46
1917,5,4,67878,2160,1,0,1299.5467592592593,15,2017,2,2023-05-23 20:00:00,1,1,42
1918,5,5,172711,20394,3,0,476.7510051976071,17,2017,2,2023-05-23 16:00:00,1,0,54
1919,5,4,71556,18665,2,0,131.59849986605946,18,2017,1,2023-05-23 20:00:00,1,1,41
1920,5,6,264044,30474,3,0,460.47578263437686,22,2017,1,2023-05-23 16:00:00,1,0,50
1921,5,4,196401,35474,2,0,101.79415910244123,16,2017,0,2023-05-23 20:00:00,1,1,23
1922,5,4,44608,4880,3,0,238.95553278688524,13,2017,0,2023-05-23 16:00:00,1,0,42
1923,5,5,180607,16285,2,0,530.5358919250845,19,2017,5,2023-05-23 20:00:00,1,1,50
1924,5,4,169853,16660,0,0,228.98553421368547,15,2017,5,2023-05-23 16:00:00,1,0,35
1925,5,5,172027,22897,2,0,305.9368476219592,16,2017,4,2023-05-23 20:00:00,1,1,36
1926,5,4,52231,3441,1,0,534.3775065387969,18,2017,4,2023-05-23 16:00:00,1,0,28
1927,1,4,103340,12504,2,0,189.93562060140755,16,2017,3,2023-05-23 20:00:00,1,1,28
1928,5,4,51300,4121,2,0,316.02256733802477,15,2017,3,2023-05-23 16:00:00,1,0,50
1929,5,4,90321,14608,2,0,238.63793811610077,13,2017,2,2023-05-23 20:00:00,1,1,38
1930,5,4,83555,27743,2,0,97.7347078542335,10,2017,2,2023-05-23 16:00:00,1,0,47
1931,5,4,50349,4052,2,0,464.32625863770977,13,2017,1,2023-05-23 20:00:00,1,1,32
1932,5,5,185299,25807,2,0,304.79063819893827,15,2017,1,2023-05-23 16:00:00,1,0,39
1933,5,4,110854,14257,2,0,108.61212036192748,18,2017,0,2023-05-23 20:00:00,1,1,28
1934,5,4,101026,12684,2,0,191.12874487543363,11,2017,0,2023-05-23 16:00:00,1,0,59
1935,5,4,82431,22343,2,0,120.60081457279685,14,2017,6,2023-05-23 20:00:00,1,1,46
1936,5,6,334435,41846,2,0,347.1154232184677,18,2017,6,2023-05-23 16:00:00,1,0,43
1937,5,5,269635,13026,2,0,747.4689851067096,17,2017,5,2023-05-23 20:00:00,1,1,20
1938,5,4,96457,11239,2,0,311.0346116202509,12,2017,5,2023-05-23 16:00:00,1,0,26
1939,5,4,41569,11018,2,0,112.30486476674533,21,2017,4,2023-05-23 20:00:00,1,1,37
1940,5,5,145404,12938,2,0,458.50780646158603,11,2017,4,2023-05-23 16:00:00,1,0,55
1941,1,4,99827,12358,2,0,138.95581809354263,16,2017,3,2023-05-23 20:00:00,1,1,23
1942,5,4,88689,8501,2,0,444.33831313963066,10,2017,3,2023-05-23 16:00:00,1,0,33
1943,5,4,49803,2652,1,0,526.9687028657617,21,2017,2,2023-05-23 20:00:00,1,1,18
1944,5,4,43721,4662,2,0,259.004719004719,22,2017,2,2023-05-23 16:00:00,1,0,58
1945,5,4,46520,14066,2,0,99.10713777904166,21,2017,1,2023-05-23 20:00:00,1,1,36
1946,5,4,80381,18405,2,0,144.82662320021734,17,2017,1,2023-05-23 16:00:00,1,0,59
1947,10,4,170310,23888,2,0,144.74028801071668,14,2017,0,2023-05-23 20:00:00,1,1,31
1948,5,4,98706,12411,2,0,342.2238336959149,23,2017,0,2023-05-23 16:00:00,1,0,45
1949,5,4,61689,5585,2,0,282.4879140555058,17,2017,6,2023-05-23 20:00:00,1,1,43
1950,5,4,160908,28347,3,0,124.2891664020884,13,2017,6,2023-05-23 16:00:00,1,0,40
1951,5,4,80194,13751,2,0,171.16762417278744,28,2017,5,2023-05-23 20:00:00,1,1,44
1952,5,4,74112,13735,2,0,188.5922824899891,14,2017,5,2023-05-23 16:00:00,1,0,39
1953,5,4,89149,6318,2,0,535.9194365305476,25,2017,4,2023-05-23 20:00:00,1,1,49
1954,5,4,95720,8353,2,0,441.7776846641925,22,2017,4,2023-05-23 16:00:00,1,0,44
1955,5,4,75200,7734,1,0,286.1581329195759,13,2017,3,2023-05-23 20:00:00,1,1,40
1956,5,4,76305,13719,2,0,190.98629637728698,9,2017,3,2023-05-23 16:00:00,1,0,29
1957,5,4,79366,19033,2,0,141.69411022960122,19,2017,2,2023-05-23 20:00:00,1,1,39
1958,10,4,199636,51547,2,0,80.8955904320329,16,2017,2,2023-05-23 16:00:00,1,0,16
1959,5,4,80330,6592,2,0,286.08009708737865,14,2017,1,2023-05-23 20:00:00,1,1,47
1960,5,4,107124,11998,2,0,280.4049841640273,14,2017,1,2023-05-23 16:00:00,1,0,16
1961,5,5,354110,68298,2,0,120.48693958827491,11,2017,0,2023-05-23 20:00:00,1,1,36
1962,5,4,160015,9884,2,0,500.6617766086605,10,2017,0,2023-05-23 16:00:00,1,0,24
1963,5,4,79501,15001,2,0,188.2825811612559,16,2017,6,2023-05-23 20:00:00,1,1,49
1964,5,4,70442,9770,2,0,228.72599795291708,17,2017,6,2023-05-23 16:00:00,1,0,48
1965,5,4,58628,5628,1,0,345.090973702914,20,2016,5,2023-05-23 20:00:00,12,1,34
1966,5,4,86911,13593,2,0,181.2139336423159,21,2016,5,2023-05-23 17:04:00,12,0,54
1967,5,4,58342,11594,1,0,146.97317578057616,12,2016,4,2023-05-23 20:27:00,12,1,35
1968,1,5,300182,31954,2,0,192.80387431933406,22,2016,4,2023-05-23 16:02:00,12,0,59
1969,5,4,67668,5272,1,0,370.11039453717757,15,2016,3,2023-05-23 20:11:00,12,1,4
1970,5,4,99618,13253,1,0,282.2231947483589,17,2016,3,2023-05-23 16:24:00,12,0,35
1971,5,4,149843,18018,2,0,249.91597291597293,18,2016,2,2023-05-23 20:37:00,12,1,60
1972,5,4,77472,14149,2,0,183.36673969891865,19,2016,2,2023-05-23 16:00:00,12,0,47
1973,5,5,132035,25382,2,0,210.40804507131037,15,2016,1,2023-05-23 19:34:00,12,1,37
1974,5,4,73999,6566,2,0,367.0848309473043,23,2016,1,2023-05-23 16:19:00,12,0,37
1975,10,4,108922,9612,0,0,149.32833957553058,8,2016,0,2023-05-23 20:08:00,12,1,22
1976,5,4,148764,24119,2,0,89.31966499440276,10,2016,6,2023-05-23 19:44:00,12,1,23
1977,10,4,100352,19085,1,0,64.72344773382237,19,2016,5,2023-05-23 22:40:00,12,1,11
1978,5,4,99169,3568,5,0,675.5283071748879,21,2016,5,2023-05-23 17:45:00,12,0,56
1979,1,5,396245,59391,2,0,114.36236130053375,14,2016,3,2023-05-23 20:00:00,12,1,21
1980,5,6,382054,43498,2,0,367.31215228286356,21,2016,3,2023-05-23 16:00:00,12,0,61
1981,1,4,89841,10703,2,0,279.0246659815005,18,2016,2,2023-05-23 20:59:00,12,1,41
1982,1,4,128125,23221,2,0,125.71465483829293,23,2016,1,2023-05-23 20:00:00,12,1,15
1983,3,4,85202,7147,0,0,189.86847628375543,16,2016,1,2023-05-23 01:30:00,12,1,12
1984,10,4,93731,24639,1,0,64.18292138479646,7,2016,0,2023-05-23 20:10:00,12,1,19
1985,5,4,76032,21445,2,0,128.5776171601772,15,2016,0,2023-05-23 16:42:00,12,0,41
1986,5,5,263903,39158,2,0,197.10000510751314,11,2016,6,2023-05-23 20:00:00,12,1,45
1987,5,4,80802,6523,1,0,461.1483979763912,24,2016,6,2023-05-23 16:00:00,12,0,40
1988,5,5,208298,12538,2,0,569.174669006221,19,2016,5,2023-05-23 20:00:00,12,1,6
1989,5,4,90100,26033,2,0,114.00407175508009,10,2016,5,2023-05-23 16:00:00,12,0,40
1990,1,5,443059,30245,2,0,316.2986609356918,21,2016,4,2023-05-23 20:11:00,12,1,36
1991,5,4,47806,3540,2,0,435.81666666666666,22,2016,4,2023-05-23 16:00:00,12,0,52
1992,1,5,375024,33360,2,0,154.11273980815346,16,2016,3,2023-05-23 23:33:00,12,1,30
1993,3,4,173687,17613,0,0,155.48634531312098,27,2016,3,2023-05-23 04:52:00,12,1,33
1994,5,4,201972,30616,1,0,128.0038215312255,11,2016,2,2023-05-23 23:29:00,12,1,44
1995,5,4,119892,10512,2,0,341.83114535768647,24,2016,1,2023-05-23 20:39:00,12,1,29
1996,5,4,72942,17419,2,0,147.5977955106493,12,2016,1,2023-05-23 16:00:00,12,0,46
1997,5,4,79761,11977,5,0,348.0989396342991,4,2016,1,2023-05-23 06:20:00,12,2,42
1998,5,6,293315,30625,2,0,413.10148571428573,15,2016,6,2023-05-23 20:54:00,12,1,24
1999,5,4,75525,6722,2,0,384.0226123177626,14,2016,6,2023-05-23 16:10:00,12,0,45
2000,5,4,76688,9589,2,0,179.42204609448325,24,2016,5,2023-05-23 20:00:00,12,1,31
2001,5,4,107886,8752,2,0,497.7184643510055,17,2016,5,2023-05-23 16:00:00,12,0,29
2002,5,5,195735,15137,2,0,504.847129550109,15,2016,4,2023-05-23 20:00:00,12,1,47
2003,5,4,70003,19623,2,0,126.7114610406156,3,2016,4,2023-05-23 16:00:00,12,0,46
2004,5,5,295234,18493,2,0,481.368788190126,9,2016,3,2023-05-23 20:00:00,12,1,11
2005,5,4,78562,4292,2,0,928.2332246039142,10,2016,3,2023-05-23 16:00:00,12,0,26
2006,5,4,48975,3871,2,0,373.88762593645055,25,2016,2,2023-05-23 20:00:00,12,1,57
2007,5,4,60558,4038,2,0,471.2139673105498,23,2016,2,2023-05-23 16:00:00,12,0,37
2008,5,5,229825,17193,2,0,508.16157738614555,19,2016,1,2023-05-23 20:13:00,12,1,21
2009,5,4,72667,30993,2,0,87.31933017132901,17,2016,1,2023-05-23 16:00:00,12,0,41
2010,10,4,96407,19504,2,0,95.64068908941755,13,2016,0,2023-05-23 20:30:00,12,1,11
2011,5,6,249333,27537,2,0,415.74107564367944,19,2016,0,2023-05-23 16:00:00,12,0,64
2012,5,5,191447,21692,2,0,326.3591646690024,17,2016,6,2023-05-23 20:04:00,12,1,55
2013,5,5,212676,21780,2,0,431.03434343434344,14,2016,6,2023-05-23 16:00:00,12,0,64
2014,5,4,92771,9308,2,0,263.29791577137945,20,2016,5,2023-05-23 20:06:00,12,1,12
2015,5,6,239054,26416,2,0,424.719071774682,21,2016,5,2023-05-23 17:37:00,12,0,64
2016,5,6,336531,33262,2,0,477.2975166857074,19,2016,4,2023-05-23 21:08:00,12,1,64
2017,4,5,230825,8583,0,0,1043.486077129209,14,2016,3,2023-05-23 19:52:00,12,1,35
2018,5,5,148274,20491,2,0,287.34844565906985,21,2016,3,2023-05-23 16:00:00,12,0,52
2019,5,4,58623,7189,2,0,337.335790791487,18,2016,2,2023-05-23 20:00:00,11,1,32
2020,5,4,79681,6063,2,0,572.752597723899,26,2016,2,2023-05-23 16:00:00,11,0,16
